,value,is_anomaly,is_ignored
0,0.9029178822613332,0,1
1,0.9718651388996707,0,1
2,1.0471045899510936,0,1
3,1.108402569827337,0,1
4,1.1509618799445223,0,1
5,1.208136924413633,0,1
6,1.2472258375527348,0,1
7,1.2881343121312083,0,1
8,1.3315923909808056,0,1
9,1.3473531452710636,0,1
10,1.3774006980964053,0,1
11,1.402959394826167,0,1
12,1.4435447587064525,0,1
13,1.4644768281037002,0,1
14,1.4862396605950858,0,1
15,1.506441325625009,0,1
16,1.5191659335274164,0,1
17,1.527173689291703,0,1
18,1.546911298185801,0,1
19,1.5326716814488544,0,1
20,1.5119223877396468,0,1
21,1.4442479789498706,0,1
22,1.3845881635247521,0,1
23,1.2908005769322672,0,1
24,1.1997752483482316,0,1
25,1.1082968217629885,0,1
26,1.0328104174143977,0,1
27,0.9449215863448888,0,1
28,0.8704922898308964,0,1
29,0.7879658675941281,0,1
30,0.7335867406866697,0,1
31,0.6721795545652914,0,1
32,0.61583076060239,0,1
33,0.5705126712508938,0,1
34,0.5177261833205199,0,1
35,0.46774506480482864,0,1
36,0.4294822307704642,0,1
37,0.3984350896557357,0,1
38,0.3533516951107978,0,1
39,0.3378370380808123,0,1
40,0.3163897157526236,0,1
41,0.2945843502117377,0,1
42,0.29448938040246386,0,1
43,0.3221771200194782,0,1
44,0.37864276261514074,0,1
45,0.471971910268075,0,1
46,0.5807699367333986,0,1
47,0.7065537634594679,0,1
48,0.7923696666268293,0,1
49,0.8800985293957375,0,1
50,0.9454813146715219,0,1
51,1.0035966875113387,0,1
52,1.0279073776742833,0,1
53,1.0507437229617085,0,1
54,1.0532749290824663,0,1
55,1.048851506081363,0,1
56,1.0372692061010527,0,1
57,1.0314453982333596,0,1
58,1.0000585103243178,0,1
59,0.9780867059402665,0,1
60,0.9591696663857738,0,1
61,0.9508691457147211,0,1
62,0.9300598441789094,0,1
63,0.9564939588848905,0,1
64,0.9762027914574268,0,1
65,1.0505798732102078,0,1
66,1.1096365586863892,0,1
67,1.1827690698965243,0,1
68,1.215372478322032,0,1
69,1.2316011345691895,0,1
70,1.2110773139235915,0,1
71,1.1980020590850846,0,1
72,1.172620441677676,0,1
73,1.1552341380290914,0,1
74,1.1359825336996627,0,1
75,1.1323396179063505,0,1
76,1.1365282315230647,0,1
77,1.1422307906096718,0,1
78,1.1769152989359395,0,1
79,1.2031494486200491,0,1
80,1.2280909462321368,0,1
81,1.2603865206730167,0,1
82,1.2667145567699565,0,1
83,1.2684384346466402,0,1
84,1.2383381785193353,0,1
85,1.165733157685756,0,1
86,1.1022812852861252,0,1
87,1.0214682892580473,0,1
88,0.9691482529200617,0,1
89,0.9056441899462018,0,1
90,0.8589381196916717,0,1
91,0.83283558173666,0,1
92,0.7964079410304957,0,1
93,0.7938642467444113,0,1
94,0.7613869041847962,0,1
95,0.7577540352137337,0,1
96,0.7283892341986763,0,1
97,0.7110103079985992,0,1
98,0.6838816424331658,0,1
99,0.6348074492331599,0,1
100,0.6060063994429454,0,1
101,0.5736552634651441,0,1
102,0.5476719980034677,0,1
103,0.5285185055082083,0,1
104,0.5524037499137032,0,1
105,0.579779442918159,0,1
106,0.6533942685839789,0,1
107,0.7354933482482694,0,1
108,0.8198986764463924,0,1
109,0.9209936629819773,0,1
110,0.9971360087075262,0,1
111,1.0835350395748875,0,1
112,1.1463723154029157,0,1
113,1.21355431493026,0,1
114,1.2632244905055203,0,1
115,1.30909311621927,0,1
116,1.3407657905716799,0,1
117,1.376262277523774,0,1
118,1.3865613647219013,0,1
119,1.3895616244602038,0,1
120,1.393190711051719,0,1
121,1.3769428833662065,0,1
122,1.3780618190534177,0,1
123,1.3865130512034927,0,1
124,1.3919726193531199,0,1
125,1.425398496888167,0,1
126,1.4566735524928272,0,1
127,1.4767116566588019,0,1
128,1.4761168865593144,0,1
129,1.4411079981337813,0,1
130,1.3729950984090633,0,1
131,1.2884635824168558,0,1
132,1.1997264432276236,0,1
133,1.1092249985282105,0,1
134,1.0175584960472728,0,1
135,0.9446603391681548,0,1
136,0.8578391741526966,0,1
137,0.7892993756522337,0,1
138,0.7349125326811762,0,1
139,0.6759253814690909,0,1
140,0.6224302950493056,0,1
141,0.5639653671316069,0,1
142,0.5378633356555994,0,1
143,0.4939306718054541,0,1
144,0.46171494469118496,0,1
145,0.40888638040026326,0,1
146,0.3903251140766022,0,1
147,0.3473949915174126,0,1
148,0.33352195499997994,0,1
149,0.30974516404018554,0,1
150,0.324951275050851,0,1
151,0.3484924213282459,0,1
152,0.4011368121147955,0,1
153,0.4893200106711572,0,1
154,0.5945671909350595,0,1
155,0.7204738657026507,0,1
156,0.816807239104582,0,1
157,0.9057619505435036,0,1
158,0.9740110202346463,0,1
159,1.0248157994250253,0,1
160,1.0563327069017292,0,1
161,1.0605656318682253,0,1
162,1.0774837929467729,0,1
163,1.0851459802999894,0,1
164,1.0660344590091586,0,1
165,1.0584750257717224,0,1
166,1.0297912559820623,0,1
167,1.0107458156523974,0,1
168,0.9855584235484842,0,1
169,0.9843809165213774,0,1
170,0.9675373677376267,0,1
171,0.982901771061178,0,1
172,1.0305404784433372,0,1
173,1.083356341941241,0,1
174,1.1370333183137102,0,1
175,1.1969637745203483,0,1
176,1.2379969740905874,0,1
177,1.2418535687719683,0,1
178,1.2198282166146497,0,1
179,1.2071160001413899,0,1
180,1.1696606105634595,0,1
181,1.137829854154899,0,1
182,1.1133128397842071,0,1
183,1.0981021580762036,0,1
184,1.0814007635442524,0,1
185,1.0855374769778212,0,1
186,1.0945482562565254,0,1
187,1.1148636733647725,0,1
188,1.1541454998757792,0,1
189,1.1703508130240066,0,1
190,1.1722746107540383,0,1
191,1.150732504624202,0,1
192,1.1090118250644407,0,1
193,1.0451393183569255,0,1
194,0.9868697401868294,0,1
195,0.9211272102500431,0,1
196,0.8727999233055869,0,1
197,0.8205298946860624,0,1
198,0.782569756495665,0,1
199,0.7581002248974281,0,1
200,0.7494943026643717,0,1
201,0.761763819239379,0,1
202,0.7628001004114997,0,1
203,0.770728382946216,0,1
204,0.7802889709660561,0,1
205,0.7773092803522563,0,1
206,0.7487956165049912,0,1
207,0.7381362233618103,0,1
208,0.7079590094167154,0,1
209,0.68431770997431,0,1
210,0.6919499667035647,0,1
211,0.6974398525428077,0,1
212,0.7410650785933022,0,1
213,0.8131685667059251,0,1
214,0.900361930306103,0,1
215,0.9806187729766929,0,1
216,1.0641773690929084,0,1
217,1.1227278079840273,0,1
218,1.1959890576298764,0,1
219,1.2401567471541615,0,1
220,1.3068340699717353,0,1
221,1.3484925422437044,0,1
222,1.3818819288306718,0,1
223,1.4351947782650134,0,1
224,1.4651463233797333,0,1
225,1.4849583682224947,0,1
226,1.5079701342080132,0,1
227,1.5323896293589974,0,1
228,1.5367876780478662,0,1
229,1.553833295211971,0,1
230,1.574797996031927,0,1
231,1.5944765394775098,0,1
232,1.612059046148643,0,1
233,1.6007227654098193,0,1
234,1.5641322982178354,0,1
235,1.4969075257852826,0,1
236,1.3915659080050204,0,1
237,1.3017255613595213,0,1
238,1.1951762904741707,0,1
239,1.1106813534859619,0,1
240,1.0127110753183564,0,1
241,0.9301758140155176,0,1
242,0.8426531863967698,0,1
243,0.7681195753719012,0,1
244,0.707212336497473,0,1
245,0.6425468926975741,0,1
246,0.5976565708063526,0,1
247,0.5425924460592428,0,1
248,0.49524422758679193,0,1
249,0.45538860091510897,0,1
250,0.3997319554130072,0,1
251,0.37349187872345313,0,1
252,0.34240714760302404,0,1
253,0.3227587517775261,0,1
254,0.28810996903509206,0,1
255,0.2747657793736697,0,1
256,0.27443510039190744,0,1
257,0.2996483224958267,0,0
258,0.37944777483151576,0,0
259,0.4710616653890695,0,0
260,0.5900250717699709,0,0
261,0.6955768116140038,0,0
262,0.8026055624836929,0,0
263,0.8734088091509945,0,0
264,0.9433098213608152,0,0
265,0.9966748636895055,0,0
266,1.0226106848126013,0,0
267,1.0265551504776715,0,0
268,1.0426049580745613,0,0
269,1.0223617183153015,0,0
270,1.0235988047463107,0,0
271,1.0045554939768826,0,0
272,0.9788338944386612,0,0
273,0.9506999011042847,0,0
274,0.9318794938681775,0,0
275,0.9021325462314138,0,0
276,0.9072864243147156,0,0
277,0.9163092976277554,0,0
278,0.9421848459734894,0,0
279,1.0093433723949017,0,0
280,1.0775337923081814,0,0
281,1.1598908149482854,0,0
282,1.1941757342604336,0,0
283,1.2148427746263941,0,0
284,1.2198005425825662,0,0
285,1.20620758179941,0,0
286,1.189902745084767,0,0
287,1.1936516742676757,0,0
288,1.1766099534899996,0,0
289,1.1868388178585019,0,0
290,1.194461216664264,0,0
291,1.214743454584621,0,0
292,1.2605611236499987,0,0
293,1.2978764779426926,0,0
294,1.3332415753169862,0,0
295,1.3633602203810669,0,0
296,1.3802574290686038,0,0
297,1.3682442612502494,0,0
298,1.3284125819567125,0,0
299,1.2731838895516934,0,0
300,1.1949772485045058,0,0
301,1.116810790997448,0,0
302,1.043843828696069,0,0
303,0.9935592876915352,0,0
304,0.9241236198157965,0,0
305,0.8922569570864723,0,0
306,0.8392022554266511,0,0
307,0.8012434615432553,0,0
308,0.7660109976087103,0,0
309,0.7410696363704019,0,0
310,0.6935794903283975,0,0
311,0.6558543401715768,0,0
312,0.6161160110774005,0,0
313,0.5798446868869401,0,0
314,0.5364015406740866,0,0
315,0.48961326508035186,0,0
316,0.45443645188877596,0,0
317,0.42909319425387943,0,0
318,0.4238605494674698,0,0
319,0.4333091665356954,0,0
320,0.4739465982800016,0,0
321,0.5428140206208181,0,0
322,0.6285886736505106,0,0
323,0.7166551891768849,0,0
324,0.8163265979805289,0,0
325,0.9053975512840181,0,0
326,1.0023976599918427,0,0
327,1.0623275123671678,0,0
328,1.1379410873633886,0,0
329,1.1896407704198453,0,0
330,1.226570418551549,0,0
331,1.2404059848918167,0,0
332,1.255102006480748,0,0
333,1.2614426725133918,0,0
334,1.2487257230070516,0,0
335,1.2381586818573098,0,0
336,1.2192251366341125,0,0
337,1.210403828895232,0,0
338,1.1948969337395627,0,0
339,1.215518676182628,0,0
340,1.2235826098820097,0,0
341,1.2720531925562866,0,0
342,1.3167802454873945,0,0
343,1.3618468963541661,0,0
344,1.3784749680944222,0,0
345,1.3439075230503126,0,0
346,1.275464428712364,0,0
347,1.212103602455695,0,0
348,1.13701535224541,0,0
349,1.0612692378473392,0,0
350,0.9916409906429884,0,0
351,0.9166768348148173,0,0
352,0.8536066633255038,0,0
353,0.8062941982252626,0,0
354,0.7728144760128027,0,0
355,0.720210872015592,0,0
356,0.7034561780315003,0,0
357,0.6684081215206287,0,0
358,0.6382454756793767,0,0
359,0.6146689892337887,0,0
360,0.5699290368404183,0,0
361,0.5369196341048842,0,0
362,0.4933368025941464,0,0
363,0.4708080102280543,0,0
364,0.4417071733767718,0,0
365,0.4294399030024224,0,0
366,0.4284631924547195,0,0
367,0.4700079560096871,0,0
368,0.5311566170731767,0,0
369,0.6125187665195057,0,0
370,0.7131067300989633,0,0
371,0.8276557462011642,0,0
372,0.9240531091182745,0,0
373,0.9951628279222976,0,0
374,1.0666228728544123,0,0
375,1.1292351520930812,0,0
376,1.167678399238727,0,0
377,1.2133144677272754,0,0
378,1.2305775795274077,0,0
379,1.2493314641243503,0,0
380,1.2547834789624086,0,0
381,1.2479970780704834,0,0
382,1.2235669184296214,0,0
383,1.2182196980381401,0,0
384,1.1994525090407075,0,0
385,1.1845174274026484,0,0
386,1.1957655590512455,0,0
387,1.2140704638195683,0,0
388,1.2659811712607982,0,0
389,1.2998531628232592,0,0
390,1.358479773480565,0,0
391,1.3558869374692504,0,0
392,1.3302619062143652,0,0
393,1.2717481267190365,0,0
394,1.2086965218514332,0,0
395,1.1404090913402591,0,0
396,1.0777378909019617,0,0
397,0.9907569375107163,0,0
398,0.9422909380245857,0,0
399,0.8817785954547095,0,0
400,0.8217437502089585,0,0
401,0.7752008645658269,0,0
402,0.7369169293783273,0,0
403,0.7144934882049031,0,0
404,0.6763184240631704,0,0
405,0.6487995702614049,0,0
406,0.6256473174666211,0,0
407,0.5819854978369653,0,0
408,0.5466235779995872,0,0
409,0.5080659102650098,0,0
410,0.47521733786249526,0,0
411,0.4469851603900641,0,0
412,0.4307053612193317,0,0
413,0.4367128330462488,0,0
414,0.4755867651147201,0,0
415,0.5408300948680324,0,0
416,0.6253020619963113,0,0
417,0.7126421911768794,0,0
418,0.8086755719388454,0,0
419,0.9122728336492664,0,0
420,0.992505621500525,0,0
421,1.074016851464256,0,0
422,1.1159527873105235,0,0
423,1.1802069293234954,0,0
424,1.209658016053171,0,0
425,1.2370385089382387,0,0
426,1.2625474706338846,0,0
427,1.26072555043512,0,0
428,1.2665851959590617,0,0
429,1.254267640279608,0,0
430,1.2391708973706244,0,0
431,1.228528728531721,0,0
432,1.2149805459074545,0,0
433,1.2262488002976804,0,0
434,1.2397138882054382,0,0
435,1.275834481860649,0,0
436,1.3331322257471625,0,0
437,1.374570676276528,0,0
438,1.3666519582861705,0,0
439,1.3440523200912329,0,0
440,1.2927233297394174,0,0
441,1.23285090705434,0,0
442,1.1604961711031931,0,0
443,1.0836447212922777,0,0
444,1.008648596863259,0,0
445,0.9277180185417679,0,0
446,0.8791104772526325,0,0
447,0.8087601999056983,0,0
448,0.7577836822574789,0,0
449,0.7338343383736448,0,0
450,0.6848853851251816,0,0
451,0.663385942639422,0,0
452,0.6207080791104806,0,0
453,0.6015330414822458,0,0
454,0.5683884936763013,0,0
455,0.5182581132493044,0,0
456,0.4837238595461705,0,0
457,0.45121879005208476,0,0
458,0.4335802457898674,0,0
459,0.4095867382184713,0,0
460,0.4119024706226386,0,0
461,0.44608940387952584,0,0
462,0.5021918839065332,0,0
463,0.5993767953991629,0,0
464,0.6893906853692184,0,0
465,0.7982581869645957,0,0
466,0.9025412035705164,0,0
467,0.9795136599586943,0,0
468,1.0542454167981132,0,0
469,1.113441216767252,0,0
470,1.1559551926005902,0,0
471,1.190199669260787,0,0
472,1.2197942983737973,0,0
473,1.2336742015819129,0,0
474,1.2261237201252217,0,0
475,1.2132971905264622,0,0
476,1.2061575136490914,0,0
477,1.1881808498094768,0,0
478,1.17844826027894,0,0
479,1.162850883700341,0,0
480,1.1737676894679856,0,0
481,1.1878993556875808,0,0
482,1.2359848317109163,0,0
483,1.2885345939514932,0,0
484,1.3265269224320915,0,0
485,1.3407375416028895,0,0
486,1.3315029552725308,0,0
487,1.293785696639527,0,0
488,1.223268548816086,0,0
489,1.1576711533993655,0,0
490,1.0818677922520328,0,0
491,1.0175414157663356,0,0
492,0.9531318354575974,0,0
493,0.8930131912688184,0,0
494,0.8484679398910329,0,0
495,0.8028504841120595,0,0
496,0.7703727092174879,0,0
497,0.746503611999719,0,0
498,0.7280325808156778,0,0
499,0.6960787738212045,0,0
500,0.6791611356154807,0,0
501,0.6424190353793326,0,0
502,0.5861475981949119,0,0
503,0.5499894233002189,0,0
504,0.5172384309099313,0,0
505,0.48086635197825034,0,0
506,0.46715780434968024,0,0
507,0.4726558242527345,0,0
508,0.4918277495303512,0,0
509,0.5386403478147385,0,0
510,0.6148566380849575,0,0
511,0.6969764181397009,0,0
512,0.7978921841173411,0,0
513,0.8993262300231899,0,0
514,0.9896905918775115,0,0
515,1.05924358503468,0,0
516,1.120339608821194,0,0
517,1.1720269550665323,0,0
518,1.2325811881244793,0,0
519,1.2548324118143075,0,0
520,1.2869554012188176,0,0
521,1.3035447692751594,0,0
522,1.3146172204147772,0,0
523,1.293104340366555,0,0
524,1.2892961664679785,0,0
525,1.269930343865965,0,0
526,1.267728583572148,0,0
527,1.2736166484198497,0,0
528,1.2813420505724982,0,0
529,1.3113029134780974,0,0
530,1.3526254662428265,0,0
531,1.4002912724569276,0,0
532,1.4139984069429925,0,0
533,1.3878764320610306,0,0
534,1.3377091738972797,0,0
535,1.245370872790061,0,0
536,1.1771141586979381,0,0
537,1.0937600617050725,0,0
538,1.0137049156854936,0,0
539,0.9461839938247831,0,0
540,0.8583184258425014,0,0
541,0.8096651845853858,0,0
542,0.7567337260671309,0,0
543,0.7022503816879729,0,0
544,0.6565468927384298,0,0
545,0.6282403812844106,0,0
546,0.5793540068117223,0,0
547,0.5512573196262871,0,0
548,0.5166572090961363,0,0
549,0.4835492276400378,0,0
550,0.4364702415109976,0,0
551,0.40803496811212225,0,0
552,0.3868766538417672,0,0
553,0.37631786601981554,0,0
554,0.3826208199987087,0,0
555,0.4024288518777687,0,0
556,0.4494739836301511,0,0
557,0.553951639605998,0,0
558,0.657779710540353,0,0
559,0.7585388960124992,0,0
560,0.8656272899422467,0,0
561,0.9421846898892023,0,0
562,1.0186381679926648,0,0
563,1.0712468654743386,0,0
564,1.115576138700907,0,0
565,1.1443762319624367,0,0
566,1.1454267859740572,0,0
567,1.1565911944480431,0,0
568,1.159973754853572,0,0
569,1.162531660796741,0,0
570,1.134923324151348,0,0
571,1.1141722988256633,0,0
572,1.1106871161749852,0,0
573,1.0885849857088417,0,0
574,1.095474709802144,0,0
575,1.095659583547656,0,0
576,1.1419509030328514,0,0
577,1.1915768308130328,0,0
578,1.2416064528748685,0,0
579,1.2925904734389346,0,0
580,1.2901314760273115,0,0
581,1.2630155387212756,0,0
582,1.2208312086675002,0,0
583,1.1679280850006086,0,0
584,1.128335826788856,0,0
585,1.0694465891481784,0,0
586,1.021247847060794,0,0
587,0.9718376700801169,0,0
588,0.9322250792504776,0,0
589,0.9002909070131916,0,0
590,0.8962679747640745,0,0
591,0.8738803209244745,0,0
592,0.8708059378508101,0,0
593,0.8616462906550738,0,0
594,0.8567608501119105,0,0
595,0.8096481875689602,0,0
596,0.7696218739639655,0,0
597,0.7281914823569322,0,0
598,0.6685315877293384,0,0
599,0.6379261764578149,0,0
600,0.6034274932957513,0,0
601,0.5811406584725377,0,0
602,0.5796068543372042,0,0
603,0.6059334818768904,0,0
604,0.6460893001374859,0,0
605,0.709800423307671,0,0
606,0.7814609812911226,0,0
607,0.8729829428426753,0,0
608,0.9343184553977681,0,0
609,1.0075352658373915,0,0
610,1.0808622708382696,0,0
611,1.1487842537936652,0,0
612,1.20901576145997,0,0
613,1.2596603755733227,0,0
614,1.323264040816626,0,0
615,1.3539517269014751,0,0
616,1.3941207752445721,0,0
617,1.4138605743561306,0,0
618,1.4290436927279386,0,0
619,1.4372797023279353,0,0
620,1.4378650705623184,0,0
621,1.4397104065900752,0,0
622,1.4493672433307097,0,0
623,1.4626668123731827,0,0
624,1.4877110876709727,0,0
625,1.514343412417247,0,0
626,1.530014472760368,0,0
627,1.5159129882432127,0,0
628,1.4680877958762752,0,0
629,1.3999774310520066,0,0
630,1.317053485997359,0,0
631,1.2077825516739993,0,0
632,1.114545849121639,0,0
633,1.034042501996535,0,0
634,0.9519906459521269,0,0
635,0.8749556971423987,0,0
636,0.8040878022754111,0,0
637,0.738851708249271,0,0
638,0.6671026855402751,0,0
639,0.6121881645971436,0,0
640,0.5578009979555489,0,0
641,0.5227493226229317,0,0
642,0.4796424599838276,0,0
643,0.4441533910351927,0,0
644,0.3923482894028294,0,0
645,0.3673976280815227,0,0
646,0.34040817505094645,0,0
647,0.3106045376608358,0,0
648,0.2944026993160018,0,0
649,0.30680922663058424,0,0
650,0.3113814522669491,0,0
651,0.3725599462768924,0,0
652,0.4540596630915879,0,0
653,0.5731254731831043,0,0
654,0.6992546319102846,0,0
655,0.7921699625533133,0,0
656,0.8868157824048534,0,0
657,0.9389743259944217,0,0
658,0.9913584543052821,0,0
659,1.027719079529315,0,0
660,1.0478239826914024,0,0
661,1.061824646621109,0,0
662,1.054018917820341,0,0
663,1.0519905078415384,0,0
664,1.0346488381698895,0,0
665,1.009337246996871,0,0
666,0.9868834157162012,0,0
667,0.967602405932515,0,0
668,0.9380789813068465,0,0
669,0.9448958030109729,0,0
670,0.9510372086129623,0,0
671,0.9852332676070843,0,0
672,1.0369957853656906,0,0
673,1.0974241396579396,0,0
674,1.1674555859078615,0,0
675,1.2098242117406082,0,0
676,1.2241304663181196,0,0
677,1.2135802068149952,0,0
678,1.210658929155577,0,0
679,1.175999075402934,0,0
680,1.1643302946996599,0,0
681,1.1493114153943245,0,0
682,1.138662500592964,0,0
683,1.1455648849730193,0,0
684,1.1393778896346063,0,0
685,1.1753820463641687,0,0
686,1.1866339437638156,0,0
687,1.2277552772215923,0,0
688,1.2531191947953286,0,0
689,1.2720859184447815,0,0
690,1.263323433300032,0,0
691,1.2249832251264248,0,0
692,1.162619463339769,0,0
693,1.1026272476591008,0,0
694,1.0387681493068537,0,0
695,0.9646670985550914,0,0
696,0.9057192094033418,0,0
697,0.8572013872671261,0,0
698,0.8221245676232454,0,0
699,0.7990624582050394,0,0
700,0.7777594167128387,0,0
